MSSubClass,MSZoning,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,SaleType,SaleCondition,SalePrice,YearBuilt_Old,YearRemodAdd_Old,GarageYrBlt_Old,YrSold_Old
75,RM,8850,0,Bnk,Corner,0,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,815,815,GasA,4,1,SBrkr,815,875,0,1690,0,0,1,0,3,1,2,7,Typ,1,Detchd,1,1,225,3,3,Y,0,0,330,0,0,0,ConLw,Normal,144000,94,60,94.0,4
20,RL,9100,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,1212,1212,GasA,4,1,SBrkr,1212,0,0,1212,0,0,2,0,3,1,3,6,Typ,0,Attchd,2,2,573,3,3,Y,356,0,0,0,0,0,WD,Normal,178000,9,9,9.0,1
20,RL,11235,3,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,2,2,CBlock,3,3,1,3,547,1,0,504,1051,GasA,3,1,SBrkr,1382,0,0,1382,0,0,1,1,3,1,2,6,Typ,1,Attchd,1,2,459,3,3,Y,0,82,0,0,0,0,WD,Normal,148000,47,31,36.0,4
20,RL,9353,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0,1,0,864,864,GasA,3,1,SBrkr,864,0,0,864,0,0,1,0,3,1,2,5,Typ,0,Attchd,1,1,280,3,3,Y,0,0,0,0,0,0,Oth,Abnorml,116050,40,40,38.0,4
60,RL,10400,3,Lvl,Corner,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,3,1,0,1,0,866,866,GasA,4,1,SBrkr,866,913,0,1779,0,0,2,1,3,1,3,6,Typ,0,Attchd,2,2,546,3,3,Y,198,36,0,0,0,0,WD,Normal,197900,12,12,12.0,1
50,RM,6000,3,Lvl,Corner,0,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0,1,0,884,884,GasA,4,1,SBrkr,884,464,0,1348,1,0,1,0,3,1,2,5,Typ,1,Detchd,1,1,216,3,3,N,0,0,208,0,0,0,WD,Normal,117000,85,13,50.0,1
20,RL,9750,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,3,2,PConc,4,3,1,1,0,1,0,1630,1630,GasA,4,1,SBrkr,1630,0,0,1630,0,0,2,0,3,1,3,6,Typ,1,Attchd,1,2,451,3,3,Y,74,234,0,0,0,0,WD,Normal,213000,10,9,10.0,1
20,RL,10140,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,1,5,788,1,0,268,1056,GasA,4,1,SBrkr,1074,0,0,1074,1,0,1,1,3,1,2,6,Typ,0,Attchd,2,2,495,3,3,Y,0,88,0,0,0,0,WD,Normal,153500,35,35,35.0,4
20,RL,14684,0,Lvl,CulDSac,0,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,2,CBlock,4,3,2,5,485,4,177,1496,2158,GasA,3,1,SBrkr,2196,0,0,2196,0,0,2,0,3,1,3,7,Typ,1,Attchd,2,3,701,3,3,Y,84,70,0,0,0,0,WD,Normal,271900,20,19,20.0,1
20,RH,8900,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,1056,1,0,0,1056,GasA,2,1,SBrkr,1056,0,0,1056,1,0,1,0,2,1,2,5,Typ,0,Detchd,1,1,384,3,3,Y,0,42,0,0,0,0,WD,Normal,107000,44,44,44.0,4
20,RL,9135,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,3,2,PConc,4,3,3,6,340,1,0,1342,1682,GasA,4,1,SBrkr,1700,0,0,1700,1,0,2,0,3,1,3,7,Typ,0,Attchd,2,2,544,3,3,Y,192,23,0,0,0,0,WD,Normal,200000,7,7,7.0,4
20,RL,7763,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,1,3,504,4,108,319,931,GasA,2,1,SBrkr,1283,0,0,1283,1,0,1,0,3,1,2,6,Typ,0,Detchd,1,2,506,3,3,Y,0,0,0,0,0,0,WD,Normal,140000,48,30,30.0,2
20,RL,10182,0,Lvl,CulDSac,0,Somerst,RRNn,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,3,2,PConc,5,3,2,6,1220,1,0,440,1660,GasA,4,1,SBrkr,1660,0,0,1660,1,0,2,0,3,1,3,8,Typ,1,Attchd,2,2,500,3,3,Y,322,50,0,0,0,0,New,Partial,290000,4,4,4.0,4
60,RL,11218,3,Lvl,Inside,0,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,PConc,4,3,1,1,0,1,0,1055,1055,GasA,4,1,SBrkr,1055,790,0,1845,0,0,2,1,3,1,3,8,Typ,1,Attchd,2,2,462,3,3,Y,635,104,0,0,0,400,WD,Normal,189000,18,18,18.0,0
50,RL,12134,0,Bnk,Inside,1,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,Wood,4,3,3,6,427,1,0,132,559,GasA,3,1,SBrkr,1080,672,0,1752,0,0,2,0,4,1,2,8,Typ,0,Basment,2,2,492,3,3,Y,325,12,0,0,0,0,WD,Normal,164000,22,5,22.0,0
30,RL,9340,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,4,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,344,1,0,328,672,GasA,2,1,SBrkr,672,0,0,672,1,0,1,0,2,1,2,4,Typ,0,Attchd,1,1,234,3,3,N,0,113,0,0,0,0,WD,Normal,113000,69,60,69.0,1
80,RL,10246,0,Lvl,CulDSac,0,Sawyer,Norm,Norm,1Fam,SLvl,4,9,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,4,3,6,648,1,0,0,648,GasA,4,1,SBrkr,960,0,0,960,1,1,0,0,0,1,2,3,Typ,0,Attchd,1,1,364,3,3,Y,88,0,0,0,0,0,WD,Normal,145000,45,9,45.0,4
85,RL,10205,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SFoyer,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,3,4,784,1,0,141,925,GasA,2,1,SBrkr,999,0,0,999,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,1,300,3,3,Y,150,72,0,0,0,0,WD,Normal,134500,48,48,48.0,4
20,RL,7094,0,Lvl,Inside,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,3,3,1,3,180,2,374,340,894,GasA,2,1,SBrkr,894,0,0,894,0,0,1,0,3,1,2,5,Typ,0,Detchd,2,1,384,3,3,Y,0,0,0,0,0,0,WD,Normal,125000,44,44,44.0,3
90,RM,8930,3,Lvl,Inside,0,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,Slab,3,3,1,1,0,1,0,0,0,GasA,2,1,SBrkr,1318,584,0,1902,0,0,2,0,4,2,2,8,Typ,0,Attchd,1,2,539,3,3,Y,0,0,0,0,0,0,WD,Normal,112000,32,32,32.0,0
20,FV,8640,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,3,2,PConc,4,3,2,6,936,1,0,364,1300,GasA,4,1,SBrkr,1314,0,0,1314,1,0,2,0,3,1,3,6,Typ,0,Attchd,2,2,552,3,3,Y,135,112,0,0,0,0,New,Partial,229456,1,1,1.0,1
50,RM,6240,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,Slab,3,3,1,1,0,1,0,0,0,GasA,3,0,SBrkr,672,240,0,912,0,0,1,0,2,1,2,3,Typ,0,Attchd,1,0,0,3,3,N,0,0,0,0,0,0,WD,Normal,80500,63,60,-1.0,4
160,RM,1680,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,2,2,CBlock,3,3,1,1,0,1,0,672,672,GasA,2,1,SBrkr,672,546,0,1218,0,0,1,1,3,1,2,7,Typ,0,Attchd,1,0,0,3,3,N,201,0,0,0,0,0,WD,Abnorml,91500,39,39,-1.0,4
20,RL,7800,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,312,2,600,0,912,GasA,2,1,SBrkr,912,0,0,912,0,0,1,0,2,1,2,5,Typ,0,Attchd,1,1,288,3,3,Y,0,0,0,0,0,0,WD,Abnorml,115000,46,46,46.0,4
20,RL,8250,3,Lvl,Inside,0,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,4,250,2,492,210,952,GasA,4,1,SBrkr,1211,0,0,1211,0,0,1,0,3,1,2,5,Typ,1,Attchd,1,1,322,3,3,Y,0,63,0,0,0,0,WD,Normal,134000,42,42,42.0,2
50,RL,10496,3,Lvl,Inside,0,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,2,2,CBlock,3,3,2,3,196,1,0,844,1040,GasA,4,1,SBrkr,1168,678,0,1846,0,0,2,0,3,1,2,7,Typ,1,Attchd,1,1,315,3,3,Y,0,0,0,0,0,0,WD,Normal,143000,61,60,61.0,3
20,RL,10680,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,3,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,2,2,CBlock,3,2,1,2,756,1,0,1380,2136,GasA,2,0,FuseA,2136,0,0,2136,0,0,2,0,4,1,2,7,Mod,0,Detchd,1,2,528,3,3,Y,0,30,0,0,0,0,WD,Normal,137900,59,59,59.0,4
60,RL,15384,0,Lvl,Inside,0,Gilbert,RRAn,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,724,1,0,64,788,GasA,4,1,SBrkr,788,702,0,1490,1,0,2,1,3,1,3,8,Typ,1,Attchd,3,2,388,3,3,Y,100,75,0,0,0,0,WD,Normal,184000,6,5,6.0,2
80,RL,10482,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,6,8,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,2,3,CBlock,3,3,3,6,507,1,0,81,588,GasA,4,1,SBrkr,1138,0,0,1138,0,1,1,0,3,1,2,6,Typ,0,Attchd,2,1,264,3,3,Y,224,0,0,0,0,0,WD,Normal,145000,52,52,52.0,3
60,RL,14598,0,Lvl,CulDSac,0,Somerst,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,74.0,3,2,PConc,4,3,2,1,0,1,0,894,894,GasA,4,1,SBrkr,894,1039,0,1933,0,0,2,1,4,1,3,9,Typ,1,BuiltIn,3,3,668,3,3,Y,100,18,0,0,0,0,WD,Normal,214000,3,3,3.0,2
20,RL,8872,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,VinylSd,VinylSd,BrkFace,300.0,2,2,CBlock,3,3,1,5,595,1,0,317,912,GasA,4,1,SBrkr,912,0,0,912,1,0,1,0,2,1,3,5,Typ,0,Detchd,1,2,576,3,3,Y,0,240,0,0,0,0,WD,Normal,147000,45,2,18.0,2
120,RL,8769,3,Lvl,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,766.0,4,2,PConc,5,3,1,6,1540,1,0,162,1702,GasA,4,1,SBrkr,1702,0,0,1702,1,0,1,1,1,1,4,7,Typ,1,Attchd,3,3,1052,3,3,Y,0,72,0,0,224,0,New,Partial,367294,2,2,2.0,2
80,RL,7910,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,SLvl,5,5,Hip,CompShg,BrkFace,HdBoard,None,0.0,2,2,CBlock,3,3,1,5,666,1,0,409,1075,GasA,3,1,SBrkr,1507,0,0,1507,0,0,2,0,4,1,2,7,Maj1,0,Basment,1,1,404,3,3,Y,0,0,0,0,0,0,WD,Normal,127000,50,50,50.0,2
90,RL,7728,3,Lvl,Inside,0,NAmes,Norm,Norm,Duplex,SLvl,5,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,120.0,2,2,CBlock,3,3,3,5,803,1,0,303,1106,GasA,2,1,SBrkr,1190,0,0,1190,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,2,540,3,3,Y,0,18,0,0,0,0,WD,Normal,132500,48,48,48.0,4
90,RL,9842,3,Lvl,FR2,0,NAmes,Norm,Norm,Duplex,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,Slab,3,3,1,1,0,1,0,0,0,GasA,2,1,SBrkr,1224,0,0,1224,0,0,2,0,2,2,2,6,Typ,0,CarPort,1,2,462,3,3,Y,0,0,0,0,0,0,WD,Normal,101800,48,48,48.0,3
20,RL,12160,0,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Plywood,Plywood,BrkFace,180.0,2,2,CBlock,3,3,1,3,1000,1,0,188,1188,GasA,1,1,SBrkr,1188,0,0,1188,1,0,1,0,3,1,2,6,Typ,0,Attchd,2,2,531,3,3,Y,0,0,0,0,0,0,COD,Abnorml,142000,51,51,51.0,0
70,RH,8525,3,Bnk,Inside,0,SWISU,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,PConc,3,3,3,1,0,1,0,940,940,GasA,2,0,FuseA,1024,940,0,1964,0,0,1,1,4,1,2,7,Typ,0,Attchd,1,0,0,3,3,N,0,192,0,0,0,0,WD,Abnorml,130000,99,60,-1.0,2
70,RL,13132,3,Lvl,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,4,3,2,1,0,1,0,747,747,GasA,3,1,FuseF,892,892,0,1784,0,0,1,1,4,1,2,9,Typ,0,Detchd,1,1,180,2,2,N,203,40,0,0,0,0,WD,Normal,138887,96,60,96.0,4
160,RL,2628,3,Lvl,Inside,0,NridgHt,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,106.0,3,2,PConc,4,3,1,1,0,1,0,764,764,GasA,4,1,SBrkr,764,862,0,1626,0,0,2,1,2,1,3,6,Typ,0,BuiltIn,2,2,474,3,3,Y,0,27,0,0,0,0,WD,Normal,175500,7,7,7.0,0
60,RL,12393,1,Lvl,FR2,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,847,847,GasA,4,1,SBrkr,847,1101,0,1948,0,0,2,1,4,1,3,8,Typ,1,BuiltIn,3,2,434,3,3,Y,100,48,0,0,0,0,WD,Normal,195000,6,5,6.0,4
20,RL,13072,3,Lvl,Inside,0,SawyerW,RRAe,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,1141,1141,GasA,4,1,SBrkr,1141,0,0,1141,0,0,1,1,3,1,2,6,Typ,0,Detchd,1,2,484,3,3,Y,0,0,0,0,0,0,WD,Abnorml,142500,5,5,5.0,4
20,RL,9037,0,HLS,Inside,0,Timber,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,3,2,PConc,4,3,3,6,428,1,0,1048,1476,GasA,4,1,SBrkr,1484,0,0,1484,0,0,2,0,2,1,4,6,Typ,1,Attchd,2,2,472,3,3,Y,120,33,0,0,0,0,WD,Normal,265900,4,4,4.0,3
60,RL,8158,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,3,2,PConc,4,3,1,6,550,1,0,334,884,GasA,4,1,SBrkr,884,884,0,1768,1,0,2,1,3,1,3,8,Typ,0,Attchd,2,2,543,3,3,Y,0,63,0,0,0,0,WD,Normal,224900,7,7,7.0,2
20,RL,9849,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,6,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,3,2,PConc,4,3,3,1,0,1,0,1689,1689,GasA,4,1,SBrkr,1689,0,0,1689,0,0,2,0,3,1,3,7,Typ,0,Attchd,2,3,954,3,3,Y,0,56,0,0,0,0,New,Partial,248328,3,3,3.0,3
85,RL,10625,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,2,2,CBlock,4,3,4,6,885,2,168,0,1053,GasA,2,1,SBrkr,1173,0,0,1173,1,0,2,0,3,1,3,6,Typ,2,Attchd,2,2,528,3,3,Y,0,120,0,0,0,0,WD,Family,170000,36,36,36.0,0
20,RL,13891,3,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,1Story,10,5,Gable,CompShg,VinylSd,VinylSd,None,103.68526170798899,4,2,PConc,5,4,4,6,1386,1,0,690,2076,GasA,4,1,SBrkr,2076,0,0,2076,1,0,2,1,2,1,4,7,Typ,1,Attchd,3,3,850,3,3,Y,216,229,0,0,0,0,New,Partial,465000,4,4,4.0,4
70,RL,11435,0,HLS,Corner,1,Crawfor,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,BrkFace,Stucco,None,0.0,2,2,PConc,4,3,1,1,0,1,0,792,792,GasA,1,1,SBrkr,792,725,0,1517,0,0,1,0,3,1,3,7,Typ,2,Detchd,1,2,400,3,3,Y,0,0,0,0,0,0,WD,Normal,230000,81,60,79.0,4
80,RL,12090,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,2,2,CBlock,4,3,1,1,0,1,0,585,585,GasA,4,1,SBrkr,1140,728,0,1868,0,0,3,1,3,1,2,7,Typ,1,BuiltIn,3,2,477,3,3,Y,268,112,0,0,147,0,WD,Abnorml,178000,26,7,26.0,3
60,FV,8125,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0,1,0,756,756,GasA,4,1,SBrkr,756,797,0,1553,0,0,2,1,3,1,3,6,Typ,0,Attchd,2,2,615,3,3,Y,0,45,0,0,0,0,New,Partial,186500,5,4,5.0,4
80,RL,12328,0,Lvl,Inside,0,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,2,2,CBlock,3,3,3,6,539,1,0,473,1012,GasA,2,1,SBrkr,1034,0,0,1034,1,0,1,0,3,1,2,6,Typ,0,Attchd,1,3,888,3,3,Y,0,0,0,0,0,0,WD,Normal,169900,34,34,34.0,0
75,RM,9600,3,Lvl,Inside,0,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,2,BrkTil,4,3,1,3,319,1,0,416,735,OthW,1,0,SBrkr,1134,924,0,2058,0,0,1,1,3,1,2,8,Typ,1,Detchd,1,2,396,2,2,P,0,0,259,0,0,0,WD,Normal,129500,93,60,60.0,2
20,RL,7200,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,4,534,3,96,246,876,GasA,2,1,SBrkr,988,0,0,988,0,0,1,0,3,1,2,6,Typ,0,Attchd,1,1,276,3,3,Y,0,80,0,0,0,0,WD,Normal,119000,60,60,60.0,3
20,RL,11160,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,2,CBlock,3,3,1,5,1065,1,0,1045,2110,GasA,4,1,SBrkr,2110,0,0,2110,1,0,2,1,3,1,4,8,Typ,2,Attchd,3,2,522,3,3,Y,0,0,0,0,0,0,WD,Normal,244000,42,42,42.0,0
120,RL,3136,0,Lvl,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,3,2,PConc,4,3,1,1,0,1,0,1405,1405,GasA,4,1,SBrkr,1405,0,0,1405,0,0,2,0,2,1,3,6,Typ,1,Attchd,2,2,478,3,3,Y,148,36,0,0,0,0,WD,Normal,171750,7,7,7.0,4
20,RL,9858,3,Lvl,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,4,510,1,0,354,864,GasA,2,1,SBrkr,874,0,0,874,1,0,1,0,3,1,2,5,Typ,0,Attchd,2,1,288,3,3,Y,33,0,0,0,0,600,WD,Normal,130000,42,42,42.0,1
60,RL,17542,0,Lvl,Inside,0,Veenker,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,CBlock,3,3,4,2,125,5,1031,36,1192,GasA,2,1,SBrkr,1516,651,0,2167,1,0,2,1,3,1,3,9,Typ,2,Attchd,2,2,518,3,3,Y,220,47,0,0,0,0,WD,Normal,294000,36,7,36.0,3
60,RL,6931,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,3,2,PConc,4,3,1,1,0,1,0,746,746,GasA,4,1,SBrkr,760,896,0,1656,0,0,2,1,3,1,3,7,Typ,1,BuiltIn,3,2,397,3,3,Y,178,128,0,0,0,0,WD,Normal,165400,7,6,7.0,2
50,RM,6240,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,2,425,1,0,459,884,GasA,2,1,FuseA,959,408,0,1367,0,0,1,0,3,1,2,6,Typ,1,Detchd,1,1,560,3,3,Y,0,0,0,0,120,0,WD,Normal,127500,79,60,32.0,3
20,RL,14303,0,Lvl,Corner,0,NoRidge,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,3,2,PConc,4,3,4,6,1314,1,0,672,1986,GasA,4,1,SBrkr,1987,0,0,1987,1,0,2,0,2,1,3,7,Typ,1,Attchd,3,2,691,3,3,Y,262,36,0,0,0,0,WD,Normal,301500,16,16,16.0,2
30,RL,4060,3,Lvl,Corner,0,Edwards,Feedr,Norm,1Fam,1Story,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,2,3,1,1,0,1,0,864,864,GasA,4,1,SBrkr,864,0,0,864,0,0,1,0,2,1,2,4,Typ,0,Attchd,1,0,0,3,3,Y,0,96,0,0,0,0,WD,Normal,99900,88,60,-1.0,1
80,RL,9587,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,3,2,PConc,4,3,4,6,655,1,0,201,856,GasA,4,1,SBrkr,1166,0,0,1166,1,0,2,0,2,1,3,5,Typ,0,Attchd,3,2,400,3,3,Y,212,0,0,0,0,0,WD,Normal,190000,5,5,5.0,2
20,RL,9750,3,Lvl,FR2,0,NAmes,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,1,5,602,2,438,14,1054,GasA,3,1,SBrkr,1054,0,0,1054,1,0,1,1,3,1,2,6,Typ,0,Attchd,1,2,460,3,3,Y,180,0,0,0,80,0,WD,Normal,151000,41,41,41.0,2
60,RL,24682,2,Lvl,CulDSac,0,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0,1,0,841,841,GasA,4,1,SBrkr,892,783,0,1675,0,0,2,1,3,1,2,7,Typ,1,BuiltIn,3,2,502,3,3,Y,0,103,0,0,0,0,WD,Normal,181000,11,11,11.0,1
20,RL,9600,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,504,1,0,546,1050,GasA,3,1,SBrkr,1050,0,0,1050,0,0,1,0,2,1,2,5,Typ,0,Attchd,1,1,338,3,3,Y,0,0,0,0,0,0,WD,Normal,128900,54,54,54.0,1
50,RL,11250,3,Lvl,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,3,1,0,1,0,1104,1104,GasA,4,1,FuseA,1104,684,0,1788,1,0,1,0,5,1,2,8,Min2,2,Attchd,1,1,304,3,3,Y,120,0,0,0,0,0,WD,Normal,161500,53,21,53.0,1
70,RL,13515,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,6,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0,1,0,764,764,GasA,4,1,FuseA,1060,764,0,1824,0,0,1,0,3,1,2,8,Typ,1,Detchd,1,2,520,3,3,N,0,0,126,0,0,0,WD,Normal,180500,91,60,70.0,3
120,RH,4060,3,Lvl,Inside,0,NAmes,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,6,266,1,0,1139,1405,GasA,4,1,SBrkr,1337,0,0,1337,1,0,2,0,2,1,3,5,Typ,0,Attchd,3,2,511,3,3,Y,144,68,0,0,0,0,COD,Abnorml,181000,12,11,12.0,2
